playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2543641","null","Devin Street","WR","FA","WR","FA","-140.5814","11.8374","null","null","495","178","null","null","0.3525","null","null","null","14.3763","9.24","3.9562","null",
"2550459","null","Javontee Herndon","WR","SD","WR","SD","-140.894","11.5248","null","null","496","179","null","null","0.1307","null","null","null","23.1868","2.0974","5.5728","null",
"2550608","null","RaShaun Allen","TE","SEA","TE","SEA","-140.8973","7.4014","null","null","497","90","null","null","0.2479","null","null","null","12.7661","0","5.7362","null",
"2552462","null","Gerald Christian","TE","FA","TE","FA","-140.9424","7.3562","null","null","498","91","null","null","0.4911","null","null","0","12.6882","0","5.7142","null",
"2553725","null","Bradley Marquez","WR","LA","WR","LA","-140.9738","11.445","null","null","499","180","null","null","0.1294","null","null","1","16.1784","4.38","3.1077","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","-141.0757","11.3432","null","null","500","181","null","null","0.1162","null","null","0","18.3735","3.6","3.6583","null",
"2553606","null","Jordan Taylor","WR","DEN","WR","DEN","-141.1308","11.288","null","null","501","182","null","null","0.1765","null","null","0","24.6266","0","7.276","null",
"2556785","null","Paul Turner","WR","PHI","WR","PHI","-141.2529","11.166","null","null","502","183","null","null","0.2898","null","null","0","24.322","0","7.1965","null",
"2507828","null","Logan Paulsen","TE","FA","TE","FA","-141.348","6.9506","null","null","503","92","null","null","0.2663","null","null","null","7.141","6.56","2.8983","null",
"2532930","null","DeVier Posey","WR","FA","WR","FA","-141.3619","11.0569","null","null","504","184","null","null","0.3645","null","null","null","19.0713","0","6.3464","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","-141.3799","11.8041","null","null","505","130","null","null","0.6483","null","null","null","18.8951","0.4","4.3481","null",
"2555259","null","Carson Wentz","QB","PHI","QB","PHI","-141.4711","139.7178","null","243.3","506","30","null","null","14.5515","193.83","312.17","4","213.8581","26.05","10.1538","4",
"2507883","null","Jeff Cumberland","TE","SD","TE","SD","-141.5191","6.7796","null","null","507","93","null","null","0.2251","null","null","0","11.2479","0","3.9055","null",
"2536071","null","Cooper Helfet","TE","FA","TE","FA","-141.7096","6.589","null","null","508","94","null","null","0.0795","null","null","0","11.3649","0","5.3406","null",
"2535876","null","Griff Whalen","WR","MIA","WR","MIA","-141.7234","10.6955","null","null","509","185","null","null","0.2456","null","null","null","15.2272","1.6","3.02","null",
"2550162","null","James Wright","WR","CIN","WR","CIN","-141.7294","10.6894","null","null","510","186","null","null","0.5164","null","null","null","21.712","0","5.511","null",
"2543502","null","Tre Mason","RB","LA","RB","LA","-141.7724","11.4116","null","null","511","131","null","null","0.9377","null","null","0","25.5086","-0.9026","7.1955","null",
"2556478","null","Ben Braunecker","TE","FA","TE","FA","-141.7787","6.52","null","null","512","95","null","null","0.0243","null","null","0","5.6507","1.75","3.1806","null",
"71255","null","Chase Coffman","TE","IND","TE","IND","-141.7995","6.4991","null","null","513","96","null","null","0.0461","null","null","null","14.179","0","5.8228","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","-141.8064","6.4923","null","null","514","97","null","null","0.1037","null","null","null","8.2986","1.7","3.4152","null",
"497242","null","Clay Harbor","TE","NE","TE","NE","-141.8848","6.4138","null","null","515","98","null","null","0.0643","null","null","null","13.9946","0","4.2793","null",
"2540257","null","Justice Cunningham","TE","FA","TE","FA","-141.9353","6.3634","null","null","516","99","null","null","0.1493","null","null","null","10.9757","0","5.2308","null",
"2550521","null","Xavier Grimble","TE","PIT","TE","PIT","-141.963","6.3356","null","null","517","100","null","null","0.2659","null","null","0","13.1289","0","5.2502","null",
"2507182","null","Matt Spaeth","TE","FA","TE","FA","-142.2061","6.0926","null","null","518","101","null","null","0.174","null","null","null","10.5087","0","4.2648","null",
"2550183","null","Jeremy Butler","WR","FA","WR","FA","-142.2085","10.2103","null","null","519","187","null","null","0.0991","null","null","0","16.3861","0","4.899","null",
"2539283","null","Jake Stoneburner","TE","FA","TE","FA","-142.2518","6.0469","null","null","520","102","null","null","0.3575","null","null","0","10.6414","0","4.0909","null",
"2541940","null","Rashad Ross","WR","WAS","WR","WAS","-142.2831","10.1357","null","null","521","188","null","null","0.277","null","null","null","19.5269","2.4","4.3615","null",
"2555462","null","Kelvin Taylor","RB","FA","RB","FA","-142.284","10.9","null","null","522","132","null","null","1.1036","null","null","0","10.9","10.9","null","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","-142.332","10.0868","null","null","523","189","null","null","0.4797","null","null","0","16.9586","3","3.4418","null",
"497234","null","Garrett Graham","TE","DEN","TE","DEN","-142.5083","5.7903","null","null","524","103","null","null","0.2908","null","null","0","13.8415","0","7.6706","null",
"71435","null","John Phillips","TE","DEN","TE","DEN","-142.7103","5.5883","null","null","525","104","null","null","0.2858","null","null","null","8.0509","1.5","3.0911","null",
"2552651","null","Kaelin Clay","WR","BAL","WR","BAL","-142.7882","9.6306","null","null","526","190","null","null","0.098","null","null","null","18.6113","1.8","4.1862","null",
"2555350","null","Kolby Listenbee","WR","BUF","WR","BUF","-142.8351","9.5837","null","null","527","191","null","null","0.3238","null","null","0","19.2862","2.2","5.3216","null",
"2539202","null","Chris Gragg","TE","BUF","TE","BUF","-142.8879","5.4108","null","null","528","105","null","null","0.3219","null","null","null","11.8045","0","5.2048","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","-142.9372","9.4817","null","null","529","192","null","null","0.4826","null","null","0","13.6185","0","3.5621","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","-143.1045","5.1942","null","null","530","106","null","null","0.2195","null","null","0","10.5571","-0.09","4.6131","null",
"2550263","null","Juwan Thompson","RB","FA","RB","FA","-143.1361","10.0478","null","null","531","133","null","null","0.6091","null","null","0","16.8421","2.1","4.8356","null",
"2541151","null","Zach Sudfeld","TE","FA","TE","FA","-143.315","4.9836","null","null","532","107","null","null","0.0751","null","null","0","8.5878","0","4.0369","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","-143.333","4.9657","null","null","533","108","null","null","0.2551","null","null","null","9.3755","0","3.4564","null",
"2553568","null","Cameron Meredith","WR","CHI","WR","CHI","-143.3807","9.0382","null","null","534","193","null","null","0.1631","null","null","0","17.4367","0","4.0809","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","-143.4473","4.8514","null","null","535","109","null","null","0.3025","null","null","null","9.0087","0","3.5595","null",
"2534436","null","Deonte Thompson","WR","CHI","WR","CHI","-143.4589","8.96","null","null","536","194","null","null","0.2891","null","null","0","13.7472","3","3.1484","null",
"2555477","null","Charone Peake","WR","NYJ","WR","NYJ","-143.6287","8.7901","null","null","537","195","null","null","0.2496","null","null","0","16.8497","-0.1075","5.1386","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","-143.639","9.5449","null","null","538","134","null","null","0.2634","null","null","0","18.6242","1.6","5.5266","null",
"2551359","null","Jerome Cunningham","TE","FA","TE","FA","-143.7288","4.5699","null","null","539","110","null","null","0.0609","null","null","null","7.4673","0","3.8044","null",
"2535535","null","Phillip Supernaw","TE","TEN","TE","TEN","-143.7708","4.5278","null","null","540","111","null","null","0.3221","null","null","null","9.3745","0","3.8158","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","-143.8085","4.4902","null","null","541","112","null","null","0.6036","null","null","1","10.6495","0","4.5837","null",
"2540224","null","Mike James","RB","TB","RB","TB","-143.8514","9.3325","null","null","542","135","null","null","0.1186","null","null","1","18.7495","0.3","3.3295","null",
"2550163","null","Michael Campanaro","WR","BAL","WR","BAL","-143.8673","8.5515","null","null","543","196","null","null","0.0812","null","null","1","18.6565","0","5.8682","null",
"2550216","null","Jonathan Krause","WR","FA","WR","FA","-143.8892","8.5296","null","null","544","197","null","null","0.1386","null","null","null","14.7121","0","5.2316","null",
"2550529","null","Silas Redd","RB","WAS","RB","WAS","-143.9533","9.2306","null","null","545","136","null","null","0.0882","null","null","0","17.8518","-0.1799","6.4337","null",
"2534437","null","Austin Johnson","RB","NO","RB","NO","-143.9868","9.1972","null","null","546","137","null","null","0.4254","null","null","null","16.3641","-0.2","5.1104","null",
"2552428","null","Tre McBride","WR","TEN","WR","TEN","-144.0078","8.411","null","null","547","198","null","null","0.078","null","null","0","15.6924","0","3.8815","null",
"2556592","null","Roger Lewis","WR","NYG","WR","NYG","-144.0479","8.371","null","null","548","199","null","null","0.11","null","null","0","9.7416","6.48","2.3032","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","-144.0964","9.0876","null","null","549","138","null","null","0.6594","null","null","null","16.448","0","3.7975","null",
"2556190","null","Jakeem Grant","WR","MIA","WR","MIA","-144.1238","8.295","null","null","550","200","null","null","0.0928","null","null","0","16.9985","0","4.533","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","-144.192","8.2268","null","null","551","201","null","null","0.2929","null","null","null","10.0812","1.61","2.4627","null",
"2556606","null","Jalin Marshall","WR","NYJ","WR","NYJ","-144.2412","8.1776","null","null","552","202","null","null","0.497","null","null","0","14.105","0","5.0763","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","-144.3773","3.9213","null","null","553","113","null","null","0.0886","null","null","0","6.2864","0.52","3.033","null",
"2550355","null","Nic Jacobs","TE","FA","TE","FA","-144.4468","3.8519","null","null","554","114","null","null","0.0473","null","null","null","6.9802","0","3.4543","null",
"79589","null","David Johnson","TE","PIT","TE","PIT","-144.4851","3.8135","null","null","555","115","null","null","0.0344","null","null","null","6.0084","0","3.5626","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","-144.503","3.7956","null","null","556","116","null","null","0.2833","null","null","0","6","0","3.45","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","-144.5361","3.7625","null","null","557","117","null","null","0.9413","null","null","null","6.2061","0","3.279","null",
"2556885","null","Jalen Richard","RB","OAK","RB","OAK","-144.7278","8.4561","null","null","558","139","null","null","0.231","null","null","0","12.7288","0","4.9065","null",
"2540261","null","Corey Fuller","WR","DET","WR","DET","-144.7285","7.6903","null","null","559","203","null","null","0.1233","null","null","0","14.6982","-0.1799","4.6742","null",
"2541944","null","Russell Shepard","WR","TB","WR","TB","-144.7479","7.6709","null","null","560","204","null","null","0.2429","null","null","null","11.9951","0","2.9002","null",
"2552376","null","David Cobb","RB","FA","RB","FA","-144.7838","8.4002","null","229.5","561","140","null","null","1.0541","null","null","1","11.5229","0","6.205","null",
"2541905","null","Myles White","WR","NYG","WR","NYG","-144.9557","7.4631","null","null","562","205","null","null","0.3585","null","null","null","16.2821","0","5.3083","null",
"81308","null","Mike Thomas","WR","LA","WR","LA","-145.0259","7.3929","null","168.8","563","206","null","null","0.6924","null","null","null","9.37","3.56","7.9126","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","-145.0366","3.2621","null","null","564","118","null","null","1.0192","null","null","1","6.1719","0","3.202","null",
"2534871","null","Derrick Coleman","RB","SEA","RB","SEA","-145.134","8.05","null","null","565","141","null","null","1.469","null","null","null","6.61","0.85","3.5657","null",
"2552654","null","Geremy Davis","WR","FA","WR","FA","-145.6025","6.8163","null","null","566","207","null","null","0.3742","null","null","0","7.6685","5.88","1.8162","null",
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","-145.834","6.5848","null","null","567","208","null","null","0.4187","null","null","null","13.5552","0","3.4745","null",
"2550454","null","Asante Cleveland","TE","SD","TE","SD","-145.9183","2.3804","null","null","568","119","null","null","0.3027","null","null","null","4.423","0","2.946","null",
"2553289","null","Evan Spencer","WR","TB","WR","TB","-146.1193","6.2995","null","null","569","209","null","null","0.3617","null","null","null","15.3105","0","5.0908","null",
"2555486","null","Temarrick Hemingway","TE","LA","TE","LA","-146.1932","2.1055","null","null","570","120","null","null","0.1779","null","null","0","3.8007","0","2.8734","null",
"2552402","null","Nick Boyle","TE","BAL","TE","BAL","-146.2487","2.0499","null","null","571","121","null","null","0.247","null","null","0","4.085","0","3.1168","null",
"2553876","null","Donteea Dye","WR","TB","WR","TB","-146.3861","6.0327","null","null","572","210","null","null","0.2361","null","null","0","13.1613","0","4.5725","null",
"2541512","null","Brian Leonhardt","TE","OAK","TE","OAK","-146.4934","1.8052","null","null","573","122","null","null","0.2956","null","null","null","3.1137","0","3.0114","null",
"497258","null","Andrew Quarless","TE","DET","TE","DET","-146.4979","1.8008","null","null","574","123","null","null","0.694","null","null","1","2.711","0","3.1367","null",
"2543704","null","Lorenzo Taliaferro","RB","BAL","RB","BAL","-146.5418","6.6422","null","null","575","142","null","null","0.1437","null","null","0","14.523","0","5.6138","null",
"206","null","Andre Caldwell","WR","DET","WR","DET","-146.576","5.8428","null","null","576","211","null","null","0.1519","null","null","0","9.1219","0","3.4771","null",
"2550542","null","Kapri Bibbs","RB","DEN","RB","DEN","-146.6641","6.5199","null","null","577","143","null","null","0.0519","null","null","0","11.5316","0","4.4126","null",
"2556636","null","Marquez North","WR","LA","WR","LA","-146.6685","5.7503","null","null","578","212","null","null","0.2358","null","null","0","8.57","0","3.5554","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","-146.6911","134.4978","null","159.5","579","31","null","null","23.8893","155.44","423.56","5","162.5417","1.44","7.5211","3",
"2532864","null","Dan Herron","RB","FA","RB","FA","-146.7069","6.477","null","null","580","144","null","null","0.0334","null","null","0","10.2872","0","4.3835","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","-146.7251","6.4588","null","null","581","145","null","null","0.2048","null","null","0","10.5629","0","3.3595","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","-146.7556","6.4283","null","null","582","146","null","null","0.4753","null","null","null","9.1188","3.45","6.4091","null",
"2543619","null","Walt Powell","WR","BUF","WR","BUF","-146.7874","5.6314","null","null","583","213","null","null","0.2739","null","null","null","9.7187","1.65","2.7625","null",
"2552411","null","Dezmin Lewis","WR","FA","WR","FA","-147.0212","5.3976","null","null","584","214","null","null","0.3372","null","null","0","5.1645","5.05","1.4969","null",
"2507405","null","Matthew Mulligan","TE","FA","TE","FA","-147.0801","1.2185","null","null","585","124","null","null","0.4256","null","null","null","2.1017","0","2.7258","null",
"2550733","null","Kevin Smith","WR","SEA","WR","SEA","-147.1014","5.3175","null","null","586","215","null","null","0.5728","null","null","null","11.601","0","4.2045","null",
"2553650","null","Corey Grant","RB","JAC","RB","JAC","-147.1042","6.0797","null","null","587","147","null","null","0.4666","null","null","0","13.9457","-0.11","5.2617","null",
"2539645","null","Brandon Williams","TE","SEA","TE","SEA","-147.3036","0.9951","null","null","588","125","null","null","0.4045","null","null","null","2.1709","0","2.6975","null",
"2543695","null","Jay Prosch","RB","HOU","RB","HOU","-147.3577","5.8262","null","null","589","148","null","null","0.4876","null","null","null","9.2937","2.44","3.2268","null",
"2541828","null","Frankie Hammond","WR","FA","WR","FA","-147.6155","4.8034","null","null","590","216","null","null","0.3003","null","null","null","7.3019","2.4","2.4933","null",
"2553454","null","Geoff Swaim","TE","DAL","TE","DAL","-147.7078","0.5908","null","null","591","126","null","null","0.0645","null","null","null","1.289","0","2.4679","null",
"2555487","null","Beau Sandland","TE","FA","TE","FA","-147.7083","0.5904","null","null","592","127","null","null","0.1726","null","null","0","1.252","0","2.4498","null",
"2543689","null","Kevin Norwood","WR","CAR","WR","CAR","-147.7328","4.686","null","null","593","217","null","null","0.4817","null","null","0","9.7483","0","4.0965","null",
"2553446","null","Malcolm Johnson","RB","CLE","RB","CLE","-147.784","5.4","null","null","594","149","null","null","0.1703","null","null","null","5.4","5.4","null","null",
"2555306","null","David Morgan","TE","MIN","TE","MIN","-147.8363","0.4624","null","null","595","128","null","null","0.2758","null","null","0","0.7602","0","2.2959","null",
"2550540","null","George Atkinson","RB","FA","RB","FA","-147.9067","5.2773","null","null","596","150","null","null","0.4949","null","null","0","7.0757","0.54","3.5126","null",
"2553292","null","Kennard Backman","TE","GB","TE","GB","-147.9255","0.3732","null","null","597","129","null","null","0.3732","null","null","null","0.8141","0","2.3443","null",
"2553728","null","Raheem Mostert","RB","CLE","RB","CLE","-148.0018","5.1821","null","null","598","151","null","null","0.9059","null","null","0","12.2674","-2.63","4.3773","null",
"2552408","null","Darren Waller","WR","BAL","WR","BAL","-148.0988","4.32","null","null","599","218","null","null","0.3351","null","null","null","4.32","4.32","null","null",
"216","null","Fred Davis","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","3.464","null",
"1966","null","John Carlson","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"1992","null","Craig Stevens","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"71247","null","James Casey","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","3.4972","null",
"79625","null","Bear Pascoe","TE","NE","TE","NE","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.8203","null",
"497250","null","Anthony McCoy","TE","SEA","TE","SEA","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","2.1325","null",
"2495573","null","Scott Chandler","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","5.6737","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.1325","null",
"2495825","null","Owen Daniels","TE","FA","TE","FA","-148.2987","0","null","218.3","600","130","null","null","0","null","null","0","0","0","4.49","null",
"2499255","null","Richard Gordon","TE","BAL","TE","BAL","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.1325","null",
"2499277","null","David Ausberry","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2506410","null","Alex Smith","TE","WAS","TE","WAS","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2507170","null","Zach Miller","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","3.9951","null",
"2533047","null","Orson Charles","TE","DET","TE","DET","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.1325","null",
"2534244","null","Chase Ford","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","2.1325","null",
"2534752","null","Adrien Robinson","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2539197","null","Michael Williams","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2539208","null","Chris Pantale","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","1","0","0","null","null",
"2539327","null","Joseph Fauria","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2540233","null","Nick Kasa","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.8757","null",
"2541768","null","Tim Wright","TE","DET","TE","DET","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","2.1325","null",
"2543714","null","Arthur Lynch","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2550278","null","Blake Annen","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2550356","null","Marcel Jensen","TE","WAS","TE","WAS","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.1325","null",
"2550485","null","Gator Hoskins","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2553465","null","Rory Anderson","TE","SF","TE","SF","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","2.1325","null",
"2553524","null","Beau Gardner","TE","ATL","TE","ATL","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2553658","null","Gabe Holmes","TE","OAK","TE","OAK","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2553667","null","Matt LaCosse","TE","NYG","TE","NYG","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","2.1325","null",
"2553682","null","Wes Saxton","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2553773","null","Mitchell Henry","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.1325","null",
"2553791","null","E.J. Bibbs","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","2.1325","null",
"2553840","null","Brian Parker","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","null","0","0","null","null",
"2555483","null","Thomas Duarte","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","0","null","null","0","0","0","2.1325","null",
"2556375","null","Rico Gathers","TE","FA","TE","FA","-148.2987","0","null","null","600","130","null","null","null","null","null","0","0","0","2.1325","null",
"2555331","null","Cody Core","WR","CIN","WR","CIN","-148.3302","4.0887","null","null","635","219","null","null","0.314","null","null","0","5.135","0.9954","2.0598","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","-148.5376","3.8812","null","null","636","220","null","null","0.3083","null","null","0","6.6944","0","3.4775","null",
"2555473","null","Ricardo Louis","WR","CLE","WR","CLE","-148.7507","3.6682","null","null","637","221","null","null","0.3273","null","null","0","6.8602","0","5.1219","null",
"2552647","null","Marcus Murphy","RB","NO","RB","NO","-148.8014","4.3826","null","null","638","152","null","null","0.2442","null","null","null","11.8701","-1.0566","5.177","null",
"2555370","null","Jordan Payton","WR","CLE","WR","CLE","-148.9413","3.4776","null","null","639","222","null","null","0.5667","null","null","0","5.2217","1.5","2.969","null",
"2553617","null","Terrell Watson","RB","CLE","RB","CLE","-149.0141","4.1698","null","null","640","153","null","null","0.0653","null","null","1","7.0799","-0.71","5.7411","null",
"2540225","null","Tommy Bohanon","RB","FA","RB","FA","-149.0771","4.1069","null","null","641","154","null","null","0.0542","null","null","null","7.0836","0","3.5658","null",
"2541778","null","Kendall Gaskins","RB","FA","RB","FA","-149.0818","4.1021","null","null","642","155","null","null","0.1288","null","null","null","6.4799","0","3.5253","null",
"2534796","null","Bryce Brown","RB","SEA","RB","SEA","-149.1808","4.0032","null","null","643","156","null","null","0.1443","null","null","0","5.1304","0","3.2359","null",
"2530598","null","Jeremy Ross","WR","FA","WR","FA","-149.2146","3.2043","null","null","644","223","null","null","0.8701","null","null","null","5.5268","0","2.8825","null",
"2534789","null","Daryl Richardson","RB","PIT","RB","PIT","-149.2404","3.9436","null","null","645","157","null","null","0.2127","null","null","null","8.2811","0","4.3697","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","-149.4098","3.7742","null","null","646","158","null","null","0.1295","null","null","null","8.1521","-0.1799","3.2354","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","-149.4963","3.6877","null","null","647","159","null","null","0.3506","null","null","0","8.4323","0","3.6477","null",
"2555430","null","Alex Collins","RB","SEA","RB","SEA","-149.5824","3.6016","null","null","648","160","null","null","0.563","null","null","1","5.3504","0.535","4.0388","null",
"2550182","null","Isaiah Burse","WR","DEN","WR","DEN","-149.8013","2.6176","null","null","649","224","null","null","1.1183","null","null","null","4.5148","0","2.6237","null",
"2555432","null","Andy Janovich","RB","DEN","RB","DEN","-150.1114","3.0726","null","null","650","161","null","null","0.1243","null","null","null","6.0522","0","3.3657","null",
"2555219","null","Daniel Lasco","RB","NO","RB","NO","-150.1793","3.0046","null","null","651","162","null","null","0.2317","null","null","1","5.3974","0","4.4432","null",
"2550270","null","Nikita Whitlock","RB","NYG","RB","NYG","-150.292","2.892","null","null","652","163","null","null","0.4368","null","null","null","6.3093","0","3.6242","null",
"2535988","null","Brittan Golden","WR","FA","WR","FA","-150.3681","2.0507","null","null","653","225","null","null","1.1726","null","null","null","3.7369","0","2.1157","null",
"2556454","null","Brandon Wilds","RB","FA","RB","FA","-150.5302","2.6538","null","null","654","164","null","null","0.4348","null","null","0","4.5883","0","3.2875","null",
"2540273","null","Zac Stacy","RB","FA","RB","FA","-150.9275","2.2565","null","null","655","165","null","null","0.1955","null","null","0","3.8921","0","3.1912","null",
"2533545","null","Bernard Pierce","RB","FA","RB","FA","-151.0025","2.1815","null","null","656","166","null","null","0.453","null","null","0","3.4435","0","4.4367","null",
"230","null","Jerome Felton","RB","FA","RB","FA","-151.2434","1.9406","null","null","657","167","null","null","0.5138","null","null","null","3.3472","0","2.9647","null",
"2556528","null","D.J. Foster","WR","NE","WR","NE","-151.4711","0.9477","null","null","658","226","null","null","0.1859","null","null","0","1.6347","0","1.8871","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","-151.6103","0.8085","null","null","659","227","null","null","0.1444","null","null","null","1.7639","0","1.885","null",
"2550235","null","Roosevelt Nix","RB","PIT","RB","PIT","-151.6676","1.5164","null","null","660","168","null","null","0.317","null","null","0","2.6155","0","2.7438","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","-151.7037","0.7152","null","null","661","228","null","null","0.4086","null","null","0","1.0594","0","1.6791","null",
"2556519","null","Alex Erickson","WR","CIN","WR","CIN","-151.8057","0.6131","null","null","662","229","null","null","0.6131","null","null","null","1.1873","0","1.7385","null",
"163982","null","Will Johnson","RB","NYG","RB","NYG","-151.8468","1.3371","null","null","663","169","null","null","0.3077","null","null","null","2.9172","0","3.1308","null",
"2553618","null","Brandon Wegher","RB","FA","RB","FA","-152.1225","1.0615","null","null","664","170","null","null","0.0778","null","null","0","1.8353","0","2.5298","null",
"2531218","null","Chase Reynolds","RB","LA","RB","LA","-152.1866","0.9974","null","null","665","171","null","null","0.1548","null","null","null","1.7203","0","2.4977","null",
"2553511","null","John Crockett","RB","GB","RB","GB","-152.214","0.97","null","null","666","172","null","null","0.4599","null","null","0","1.5444","0","4.4952","null",
"184","null","Donnie Avery","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.2895","null",
"80425","null","Percy Harvin","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","1","0","0","5.8295","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","2.2493","null",
"81831","null","Brian Hartline","WR","FA","WR","FA","-152.4188","0","null","246","667","230","null","null","0","null","null","2","0","0","4.1307","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","1.4691","null",
"497282","null","Riley Cooper","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","2.3674","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.4194","null",
"497312","null","Preston Parker","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2495158","null","Leonard Hankerson","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","2.7169","null",
"2495306","null","Ricardo Lockette","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.2658","null",
"2495558","null","Dwayne Bowe","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","4.9412","null",
"2495651","null","Jacoby Jones","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.0414","null",
"2495801","null","Miles Austin","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","2.9587","null",
